,,,,,,,
Código,Classificação,Grupo,Valor,% Partic,% Lucro,%% Vendas,Núm. Clientes
,,,,,,,Atendidos
20469,2.23.151.003.005,                      Pastel Fab Propria,"38.903,07","14,18","39,74","0,10",4177
20470,2.23.151.003.006,                      Risolis Fab Propria,"22.768,68","8,30","58,90","0,06",2681
90043,2.23.151.004,                Salgados Fab Terceiros,"318.982,91","20,65","25,61","0,83",0
90044,2.23.151.004.001,                      Coxinha Fab Terceiros,"81.830,38","25,65","27,27","0,21",13096
90045,2.23.151.004.002,                      Esfiha Fab Terceiro,"26.187,13","8,21","27,71","0,07",3411
90046,2.23.151.004.003,                      Kibe Fab Terceiros,"4.567,34","1,43","32,95","0,01",758
90047,2.23.151.004.004,                      Outros Salgados Fab Terceiros,"122.508,39","38,41","23,67","0,32",13155
90048,2.23.151.004.005,                      Pastel Fab Terceiros,"80.093,78","25,11","25,23","0,21",8395
90049,2.23.151.004.006,                      Risolis Fab Terceiros,"3.795,89","1,19","37,33","0,01",537
20471,2.24,    Pas,"3.978.523,78","23,61","26,25","10,31",0
20472,2.24.152,          Congelados,"997.413,82","25,07","22,89","2,59",0
20473,2.24.152.001,                Aperitivo E Lanche,"162.301,11","16,27","22,75","0,42",0
20474,2.24.152.001.001,                      Bolinho Bacalhau,"191,96","0,12","34,57","0,00",3
20475,2.24.152.001.002,                      Kibe Congelado,"1.528,13","0,94","25,60","0,00",59
20476,2.24.152.001.003,                      Pao Calabresa,"0,00","0,00","0,00","0,00",0
20477,2.24.152.001.004,                      Pao De Alho,"108.561,34","66,89","22,00","0,28",6699
20478,2.24.152.001.005,                      Pao De Queijo Congelado,"29.615,65","18,25","20,27","0,08",1664
20479,2.24.152.001.006,                      Salgadinhos Congelados,"6.420,23","3,96","27,31","0,02",321
20480,2.24.152.001.007,                      Sanduiches Congelados,"15.983,80","9,85","30,18","0,04",673
20481,2.24.152.002,                Bebida,"39.535,68","3,96","25,11","0,10",0
20482,2.24.152.002.001,                      Polpa De Fruta,"9.168,88","23,19","24,49","0,02",395
20483,2.24.152.002.002,                      Sucos Refrigerados,"30.366,80","76,81","25,30","0,08",2034
20484,2.24.152.003,                Gelo,"23.723,64","2,38","21,62","0,06",0
20485,2.24.152.003.001,                      Gelo Acima 5kg,"8.977,27","37,84","21,03","0,02",426
20486,2.24.152.003.002,                      Gelo Ate 5kg,"14.746,37","62,16","21,98","0,04",1531
20487,2.24.152.004,                Hamburguer E Empanados,"68.606,32","6,88","23,73","0,18",0
20488,2.24.152.004.001,                      Hamburger Bovino,"68.606,32","100,00","23,73","0,18",5051
20489,2.24.152.004.002,                      Hamburger Frango,"0,00","0,00","0,00","0,00",0
20490,2.24.152.004.003,                      Hamburger Outros,"0,00","0,00","0,00","0,00",0
20491,2.24.152.004.004,                      Hamburger Suino,"0,00","0,00","0,00","0,00",0
20492,2.24.152.004.005,                      Hamburger Vegetal,"0,00","0,00","0,00","0,00",0
20493,2.24.152.004.006,                      Steak De Frango,"0,00","0,00","0,00","0,00",0
20494,2.24.152.005,                Lasanhas,"61.000,88","6,12","22,51","0,16",0
20495,2.24.152.005.001,                      Lasanha Bolonhesa,"24.028,37","39,39","22,11","0,06",1579
20496,2.24.152.005.002,                      Lasanha Calabresa,"7.749,91","12,70","22,48","0,02",509
20497,2.24.152.005.003,                      Lasanha Diversos,"12.899,77","21,15","22,92","0,03",810
20498,2.24.152.005.004,                      Lasanha Frango,"16.322,83","26,76","22,79","0,04",1125
20499,2.24.152.005.005,                      Lasanha Mussarela,"0,00","0,00","0,00","0,00",0
20500,2.24.152.006,                Pizzas,"61.150,56","6,13","20,81","0,16",0
20501,2.24.152.006.001,                      Pizza Calabresa,"18.510,65","30,27","19,15","0,05",958
20502,2.24.152.006.002,                      Pizza Diversos,"23.273,43","38,06","23,81","0,06",1105
20503,2.24.152.006.003,                      Pizza Frango,"16.829,07","27,52","18,52","0,04",901
20504,2.24.152.006.004,                      Pizza Mussarela,"2.537,41","4,15","20,64","0,01",136
20505,2.24.152.007,                Pratos Prontos,"252.878,21","25,35","23,88","0,66",0
20506,2.24.152.007.001,                      Almondega,"1.803,69","0,71","23,13","0,01",47
20507,2.24.152.007.002,                      Empanados,"197.345,73","78,04","22,83","0,51",12090
20508,2.24.152.007.003,                      Escondidinho,"6.423,28","2,54","25,76","0,02",257
20509,2.24.152.007.004,                      Espetinho,"0,00","0,00","0,00","0,00",0
20510,2.24.152.007.005,                      Pratos Prontos Diversos,"47.305,51","18,71","28,06","0,12",2262
20511,2.24.152.008,                Sobremesa,"19.610,27","1,97","22,58","0,05",0
20512,2.24.152.008.001,                      Acai,"19.610,27","100,00","22,58","0,05",628
20513,2.24.152.008.002,                      Sobremesas Diversas,"0,00","0,00","0,00","0,00",0
20514,2.24.152.008.003,                      Torta Doce Congelada,"0,00","0,00","0,00","0,00",0
20515,2.24.152.009,                Sorvete,"162.876,16","16,33","21,34","0,42",0
20516,2.24.152.009.001,                      Outros Sorvetes,"0,00","0,00","0,00","0,00",0
20517,2.24.152.009.002,                      Picoles,"47.722,00","29,30","18,94","0,12",3338
20518,2.24.152.009.003,                      Sorvete Premium,"0,00","0,00","0,00","0,00",0
20519,2.24.152.009.004,                      Sorvete Tradicional,"115.154,16","70,70","22,33","0,30",3249
20520,2.24.152.010,                Vegetal,"133.886,36","13,42","22,78","0,35",0
20521,2.24.152.010.001,                      Batata Congelada,"118.842,45","88,76","22,53","0,31",5373
20522,2.24.152.010.002,                      Vegetais Diversos,"15.043,91","11,24","24,74","0,04",971
20024,2.24.152.011,                Produtos De Epoca,"11.844,63","1,19","29,87","0,03",0
20025,2.24.152.011.001,                      Chester,"0,00","0,00","0,00","0,00",0
20026,2.24.152.011.002,                      Outras Aves Natalinas,"1,39","0,01","15,83","3,60",1
20027,2.24.152.011.003,                      Peru,"0,00","0,00","0,00","0,00",0
20087,2.24.152.011.004,                      Tender,"11.843,24","99,99","29,87","0,03",412
20523,2.24.153,          Fiambreria,"1.010.579,23","25,40","26,57","2,62",0
20524,2.24.153.001,                Frios Pré Pesados Encartelados,"314.869,92","31,16","27,26","0,82",0
20525,2.24.153.001.001,                      Apresuntado Pré Pesados Encartelados,"21.270,75","6,76","25,96","0,06",2439
20526,2.24.153.001.002,                      Bacon e Toucinho Pré Pesados Encartelados,"37.707,40","11,98","26,49","0,10",1831
20527,2.24.153.001.003,                      Chester Lanche Pré Pesados Encartelados,"0,00","0,00","0,00","0,00",0
20528,2.24.153.001.004,                      Copa Lombo Pré Pesados Encartelados,"3.237,38","1,03","29,40","0,01",153
20529,2.24.153.001.005,                      Costela Defumada Pré Pesados Encartelados,"0,00","0,00","0,00","0,00",0
20530,2.24.153.001.006,                      Fiambre Pré Pesados Encartelados,"0,00","0,00","0,00","0,00",0
20531,2.24.153.001.007,                      Ingredientes Feijoada Pré Pesados Encartelados,"1.997,61","0,63","26,57","0,01",129
20532,2.24.153.001.008,                      Mortadela Pré Pesados Encartelados,"151.970,32","48,26","27,64","0,39",14743
20533,2.24.153.001.009,                      Peito De Frango Pré Pesados Encartelados,"370,64","0,12","28,24","0,00",22
20534,2.24.153.001.010,                      Peito De Peru Pré Pesados Encartelados,"0,00","0,00","0,00","0,00",0
20535,2.24.153.001.011,                      Presunto Pré Pesados Encartelados,"98.251,23","31,20","27,18","0,26",7705
20536,2.24.153.001.012,                      Tabua De Frios Pré Pesados Encartelados,"64,59","0,02","27,81","0,00",1
90053,2.24.153.002,                Frios Manipulado,"303.333,71","30,02","27,34","0,79",0
90054,2.24.153.002.001,                      Apresuntado Manipulado,"8.959,96","2,95","30,87","0,02",1269
90055,2.24.153.002.002,                      Bacon e Toucinho Manipulado,"99.134,25","32,68","26,96","0,26",6441
90056,2.24.153.002.003,                      Chester Lanche Manipulado,"3.496,52","1,15","35,25","0,01",360
90057,2.24.153.002.004,                      Copa Lombo Manipulado,"0,00","0,00","0,00","0,00",0
90058,2.24.153.002.005,                      Costela Defumada Manipulado,"9.279,85","3,06","26,84","0,02",498
90059,2.24.153.002.006,                      Fiambre Manipulado,"0,00","0,00","0,00","0,00",0
90060,2.24.153.002.007,                      Ingredientes Feijoada Manipu,"12.394,55","4,09","29,17","0,03",819
90061,2.24.153.002.008,                      Peito De Frango Manipulado,"977,37","0,32","34,50","0,00",109
90062,2.24.153.002.009,                      Peito De Peru Manipulado,"2.917,98","0,96","32,34","0,01",249
90063,2.24.153.002.010,                      Presunto Manipulado,"107.367,16","35,40","26,19","0,28",12173
90064,2.24.153.002.011,                      Tabua De Frios Manipulado,"0,00","0,00","0,00","0,00",0
90052,2.24.153.002.012,                      Mortadela Manipulado,"58.806,07","19,39","28,38","0,15",5165
20546,2.24.153.003,                Pate Industrializado,"9.508,02","0,94","29,84","0,03",0
20547,2.24.153.003.001,                      Pate Figado,"0,00","0,00","0,00","0,00",0
20548,2.24.153.003.002,                      Pate Frango,"1.320,24","13,89","28,85","0,00",246
20549,2.24.153.003.003,                      Pate Peru,"3.381,80","35,57","29,91","0,01",625
20550,2.24.153.003.004,                      Pate Presunto,"4.805,98","50,55","30,07","0,01",861
20551,2.24.153.003.005,                      Pate Queijo,"0,00","0,00","0,00","0,00",0
20552,2.24.153.004,                Salames,"17.514,10","1,73","28,76","0,05",0
20553,2.24.153.004.001,                      Salame Fatiado,"8.436,28","48,17","29,37","0,02",521
20554,2.24.153.004.002,                      Salame Peca,"9.077,82","51,83","28,20","0,02",441
20555,2.24.153.004.003,                      Salame Pedaco,"0,00","0,00","0,00","0,00",0
20556,2.24.153.004.004,                      Salame Snack,"0,00","0,00","0,00","0,00",0
20557,2.24.153.005,                Salsicha,"277.857,17","27,50","24,80","0,72",0
20558,2.24.153.005.001,                      Salsicha De Ave,"5.481,76","1,97","26,59","0,01",340
20559,2.24.153.005.002,                      Salsicha Especial,"0,00","0,00","0,00","0,00",0
20560,2.24.153.005.003,                      Salsicha Hot Dog Manipulado,"201.048,28","72,36","24,04","0,52",17256
90067,2.24.153.005.004,                      Salsicha Hot Dog Pré Pesado,"19.160,09","6,90","26,79","0,05",1127
20562,2.24.153.005.005,                      Salsichao Pré Pesado,"12.044,46","4,34","21,43","0,03",942
90066,2.24.153.005.006,                      Salsichao Manipulado,"40.122,58","14,44","28,43","0,10",3417
20561,2.24.153.005.007,                      Salsicha Viena,"0,00","0,00","0,00","0,00",0
20537,2.24.153.006,                Linguica Industrializada,"87.496,31","8,66","26,27","0,23",0
20538,2.24.153.006.001,                      Linguica Calabresa Pré Pesado,"21.994,24","25,14","21,83","0,06",1537
90065,2.24.153.006.002,                      Linguica Calabresa Manipulado,"26.529,82","30,32","26,94","0,07",1661
20540,2.24.153.006.003,                      Linguica Cozida Mista,"0,00","0,00","0,00","0,00",0
20541,2.24.153.006.004,                      Linguica Cozida Suina,"1.274,54","1,46","22,56","0,00",61
20539,2.24.153.006.005,                      Linguica Cozida Frango,"0,00","0,00","0,00","0,00",0
20543,2.24.153.006.006,                      Linguica Paio,"0,00","0,00","0,00","0,00",0
20544,2.24.153.006.007,                      Linguica Portuguesa,"0,00","0,00","0,00","0,00",0
20542,2.24.153.006.008,                      Linguica Defumada,"0,00","0,00","0,00","0,00",0
20545,2.24.153.006.009,                      Outras Linguicas Industrializadas,"37.697,71","43,08","28,51","0,10",2318
20569,2.24.155,          Iogurtes/Bebida Lactea,"651.649,09","16,38","28,08","1,69",0
20570,2.24.155.001,                Coalhadas,"220,23","0,03","34,45","0,00",0
20571,2.24.155.001.001,                      Coalhada Tradicional,"220,23","100,00","34,45","0,00",31
20572,2.24.155.001.002,                      Coalhada Zero Desnatada,"0,00","0,00","0,00","0,00",0
20573,2.24.155.002,                Iogurte Funcional,"16.237,53","2,49","29,02","0,04",0
20574,2.24.155.002.001,                      Iogurte Funcional Bandeja,"0,00","0,00","0,00","0,00",0
20575,2.24.155.002.002,                      Iogurte Funcional Base Soja,"0,00","0,00","0,00","0,00",0
20576,2.24.155.002.003,                      Iogurte Funcional Familiar,"12.986,33","79,98","28,21","0,03",733
20577,2.24.155.002.004,                      Iogurte Funcional Individual,"3.251,20","20,02","32,25","0,01",358
20578,2.24.155.003,                Iogurte Light E Zero,"15.249,57","2,34","31,02","0,04",0
20579,2.24.155.003.001,                      Iogurte Light Zero Bandeja,"3.140,27","20,59","31,50","0,01",315
20580,2.24.155.003.002,                      Iogurte Light Zero Familiar,"1.589,24","10,42","31,70","0,00",122
20581,2.24.155.003.003,                      Iogurte Light Zero Individual,"10.520,06","68,99","30,77","0,03",1221
20582,2.24.155.004,                Iogurte Natural,"3.643,07","0,56","31,45","0,01",0
20583,2.24.155.004.001,                      Iogurte Natural Desnatado,"1.303,40","35,78","32,29","0,00",199
20584,2.24.155.004.002,                      Iogurte Natural Integral,"2.339,67","64,22","30,99","0,01",363
20585,2.24.155.004.003,                      Iogurte Natural Zero,"0,00","0,00","0,00","0,00",0
20586,2.24.155.005,                Iogurte Regular,"381.139,97","58,49","28,81","0,99",0
20587,2.24.155.005.001,                      Bebida Lactea Fermentada Bandeja,"72.503,29","19,02","26,70","0,19",11638
20588,2.24.155.005.002,                      Bebida Lactea Fermentada Familiar,"25.210,00","6,61","29,14","0,07",2329
20589,2.24.155.005.003,                      Bebida Lactea Fermentada Individual,"58.076,98","15,24","29,33","0,15",7635
20590,2.24.155.005.004,                      Bebida Lactea Fermentada Saco,"33.930,58","8,90","31,00","0,09",3951
20591,2.24.155.005.005,                      Iogurte Liquido Bandeja,"18.942,27","4,97","29,13","0,05",1937
20592,2.24.155.005.006,                      Iogurte Liquido Familiar,"52.845,78","13,86","27,72","0,14",5672
20593,2.24.155.005.007,                      Iogurte Liquido Individual,"85.010,98","22,30","29,94","0,22",9925
20594,2.24.155.005.008,                      Iogurte Polpa Bandeja,"0,00","0,00","0,00","0,00",0
20595,2.24.155.005.009,                      Iogurte Polpa Familiar,"34.620,09","9,08","28,73","0,09",2874
20596,2.24.155.005.010,                      Iogurte Polpa Individual,"0,00","0,00","0,00","0,00",0
20597,2.24.155.006,                Leite Fermentado,"142.866,98","21,92","27,14","0,37",0
